heldout_source,method,calib_targets,test_n_mean,test_n_std,failure_rate_mean,failure_rate_std,mean_pred_failure_mean,mean_pred_failure_std,ece_mean,ece_std,brier_mean,brier_std,auroc_mean,auroc_std,auprc_mean,auprc_std
Pocket2Mol,logo_beta,5,48.0,0.0,0.0,0.0,0.0666167398152615,0.011573778291410706,0.0666167398152615,0.011573778291410706,0.05185882544357025,0.010556333964387179,,,,
Pocket2Mol,logo_beta,10,43.0,0.0,0.0,0.0,0.06683527526904946,0.01630709071593982,0.06683527526904946,0.016307090715939825,0.05319942115402563,0.014942445389971247,,,,
Pocket2Mol,logo_beta,20,33.0,0.0,0.0,0.0,0.05851554194094456,0.028795731505830466,0.05851554194094456,0.02879573150583047,0.04434615513910248,0.02597629233868418,,,,
Pocket2Mol,logo_isotonic,0,53.0,,0.0,,0.07745240769580818,,0.07745240769580816,,0.06065265793584764,,,,,
Pocket2Mol,logo_isotonic,5,48.0,0.0,0.0,0.0,0.0758685752744223,0.012683402607925689,0.07586857527442228,0.012683402607925689,0.05896577336768823,0.011566876619894396,,,,
Pocket2Mol,logo_isotonic,10,43.0,0.0,0.0,0.0,0.07549716957678049,0.017143978648517518,0.07549716957678049,0.017143978648517518,0.059367770059369586,0.016074360006283043,,,,
Pocket2Mol,logo_isotonic,20,33.0,0.0,0.0,0.0,0.06766334042951819,0.030235101767808116,0.06766334042951819,0.030235101767808123,0.05074636417986296,0.028423272564902454,,,,
Pocket2Mol,logo_platt,0,53.0,,0.0,,0.0848469321023033,,0.08484693210230332,,0.0690012347678713,,,,,
Pocket2Mol,logo_platt,5,48.0,0.0,0.0,0.0,0.08354417625808344,0.013479938735680002,0.08354417625808344,0.01347993873568,0.0676281315037054,0.01284151323889138,,,,
Pocket2Mol,logo_platt,10,43.0,0.0,0.0,0.0,0.08190076723353869,0.01826209752131859,0.08190076723353869,0.018262097521318587,0.06610306829191254,0.01770116481053063,,,,
Pocket2Mol,logo_platt,20,33.0,0.0,0.0,0.0,0.07502766006696183,0.03273643947127584,0.07502766006696183,0.032736439471275844,0.058553566058448546,0.031688144953426,,,,
Pocket2Mol,raw_risk,0,53.0,,0.0,,0.14448266740355353,,0.1444826674035535,,0.08429755961018005,,,,,
Pocket2Mol,raw_risk,5,48.0,0.0,0.0,0.0,0.14343109018764896,0.014550410546996018,0.14343109018764896,0.014550410546996023,0.08288043915360574,0.013517380374892227,,,,
Pocket2Mol,raw_risk,10,43.0,0.0,0.0,0.0,0.14257301286024265,0.017995508387120485,0.14257301286024265,0.017995508387120485,0.08182334850306719,0.01802667663222116,,,,
Pocket2Mol,raw_risk,20,33.0,0.0,0.0,0.0,0.1372780770265823,0.030729537617292815,0.1372780770265823,0.030729537617292805,0.07472066088148994,0.03205398389667517,,,,
Pocket2Mol,shrinkage_beta,5,48.0,0.0,0.0,0.0,0.06463635142269161,0.014305148854300813,0.06463635142269161,0.014305148854300813,0.04903440355666417,0.014690999000964926,,,,
Pocket2Mol,shrinkage_beta,10,43.0,0.0,0.0,0.0,0.062170790956904046,0.019514127109980507,0.062170790956904046,0.019514127109980507,0.047273939503268025,0.019337265458369987,,,,
Pocket2Mol,shrinkage_beta,20,33.0,0.0,0.0,0.0,0.0374120966288516,0.03076176049422964,0.0374120966288516,0.030761760494229642,0.02240933282897164,0.02842258569468463,,,,
PocketFlow,adapted_beta,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.004410510542409022,0.0001571206879669378,0.015589489457590977,0.0030880422389757286,0.019795581203603703,0.003183569133410009,0.7767844886753603,0.23485278299370077,0.2663426880255915,0.10528064552780982
PocketFlow,adapted_beta,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.005224597532998353,0.0017809588565469475,0.014984058965645359,0.005992718737048863,0.019262666160756246,0.006005971255143866,0.7099282296650717,0.31599556490905417,0.29422741241083444,0.16174939846971392
PocketFlow,adapted_beta,20,80.0,0.0,0.020625,0.007339286857654999,0.004545138878493947,0.0012329800703438575,0.016802296227276133,0.006267160999947524,0.020431950651451973,0.007224395966869608,0.6300073455303302,0.3471548327382416,0.2672485503786705,0.18561887205480027
PocketFlow,adapted_isotonic,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.007052667200904192,0.00034214894966133277,0.012947332799095806,0.0035672494081768437,0.01987425547612361,0.003236384194101538,0.3816489361702128,0.10602149924141124,0.01882126729206291,0.000666932229068846
PocketFlow,adapted_isotonic,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.009057518391982237,0.004689157035393075,0.014314142682499375,0.0034952443335019463,0.01953528710628103,0.005679590056039559,0.29350068544701896,0.12811377846850563,0.018692149515294035,0.0033768887616869533
PocketFlow,adapted_isotonic,20,80.0,0.0,0.020625,0.007339286857654999,0.00782886856949418,0.0034288931079870305,0.015095424925405592,0.005955521774200013,0.020586517388535824,0.007133273259964906,0.4014866157604332,0.16962033699958673,0.021538682915253515,0.002551411576831277
PocketFlow,adapted_platt,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.020865157786729604,0.0023719577934560956,0.02437006814449915,0.0036382915942820533,0.024513661772652733,0.003120992971765368,0.4834591626630062,0.1367320375532578,0.054491166728008834,0.01061374804966039
PocketFlow,adapted_platt,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.019654327487704223,0.004506859980066587,0.02382614163246803,0.005523968548602135,0.02325933204000603,0.005620746613026253,0.3696172248803828,0.164516450870211,0.04719870772502352,0.016422057121608755
PocketFlow,adapted_platt,20,80.0,0.0,0.020625,0.007339286857654999,0.02045097084085582,0.004643250818084754,0.02561240903493376,0.007071207201560104,0.02469691479881784,0.007587186428457955,0.509105041083722,0.21940685964714854,0.06603754432701801,0.01957300635107434
PocketFlow,logo_beta,0,100.0,,0.02,,0.004540872882227074,,0.015459127117772926,,0.0197885067423753,,0.8571428571428571,,0.20238095238095238,
PocketFlow,logo_beta,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.004538791205608253,2.8895624277481984e-05,0.015461208794391746,0.0032284456238641734,0.019791387050821035,0.0031932333240743548,0.8451727293525509,0.03665102746108424,0.19598402523402522,0.05941775396572737
PocketFlow,logo_beta,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.004517992236263808,5.588993649993958e-05,0.015379182779552655,0.004788148942720158,0.019234372518988754,0.006047551247887452,0.8768278587172732,0.047009640028287676,0.2611434569329306,0.07582113858590443
PocketFlow,logo_beta,20,80.0,0.0,0.020625,0.007339286857654999,0.004531842837792183,7.172651850506488e-05,0.016533032565147467,0.006196564016353118,0.020411152426562516,0.007247877493311019,0.8367754830113258,0.0637565482187116,0.21758484880970727,0.1224283442576522
PocketFlow,logo_isotonic,0,100.0,,0.02,,0.007113015095879233,,0.012886984904120768,,0.01988005638378394,,0.34693877551020413,,0.01806451612903226,
PocketFlow,logo_isotonic,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.007110846271124569,5.930846314026934e-05,0.01288915372887543,0.0032577202558821783,0.019870793661106743,0.003239831768568375,0.3816489361702128,0.10602149924141127,0.01882126729206291,0.000666932229068846
PocketFlow,logo_isotonic,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.007096695226438188,5.71820736181805e-05,0.01306410082052677,0.004272242641993426,0.019343797608982655,0.006037910183580572,0.29350068544701896,0.12811377846850563,0.018692149515294035,0.0033768887616869533
PocketFlow,logo_isotonic,20,80.0,0.0,0.020625,0.007339286857654999,0.007102713178294573,0.0001205697208032327,0.014233986128110976,0.00580446496855701,0.020482988275628684,0.007293880788857356,0.4014866157604332,0.16962033699958673,0.021538682915253515,0.002551411576831277
PocketFlow,logo_platt,0,100.0,,0.02,,0.020811162317629504,,0.024421969058526387,,0.02454333526358008,,0.4387755102040816,,0.048461538461538466,
PocketFlow,logo_platt,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.020712389708318003,0.001508953208635186,0.024263044432751523,0.0036461295579485954,0.024507101572400988,0.003302109646357781,0.4834591626630062,0.1367320375532578,0.054491166728008834,0.01061374804966039
PocketFlow,logo_platt,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.019449377037770832,0.0030816264767062687,0.02339824151578464,0.004932097272928551,0.02319153901860723,0.006012470515956187,0.3696172248803828,0.164516450870211,0.04719870772502352,0.016422057121608755
PocketFlow,logo_platt,20,80.0,0.0,0.020625,0.007339286857654999,0.02024692397576575,0.0036709399482824667,0.025545650302671447,0.006756201245169577,0.024693792048339196,0.0078932241461146,0.509105041083722,0.21940685964714854,0.06603754432701801,0.01957300635107434
PocketFlow,raw_risk,0,100.0,,0.02,,0.10713213906206319,,0.08713213906206319,,0.045197746346651455,,0.4387755102040816,,0.048461538461538466,
PocketFlow,raw_risk,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.10706135853998762,0.0030294711214539118,0.08706135853998762,0.004214708703558135,0.044815211498951686,0.0038162854353396385,0.4834591626630062,0.1367320375532578,0.054491166728008834,0.01061374804966039
PocketFlow,raw_risk,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.10524216097155736,0.005005289625626836,0.0857977165271129,0.007438140199788837,0.043803613020300926,0.005114422345015919,0.3696172248803828,0.164516450870211,0.04719870772502352,0.016422057121608755
PocketFlow,raw_risk,20,80.0,0.0,0.020625,0.007339286857654999,0.10579164117976689,0.00661452018385009,0.08516664117976688,0.009751140150516376,0.04463984894934705,0.007676437971352153,0.509105041083722,0.21940685964714854,0.06603754432701801,0.01957300635107434
PocketFlow,shrinkage_beta,5,95.0,0.0,0.019999999999999997,0.0032399316381636445,0.004506721039808445,5.5129341745044495e-05,0.015493278960191554,0.0031933349927556944,0.01979238764865076,0.003190960043003972,0.8185884237016701,0.12190041629737917,0.23949681502983391,0.1062308898528837
PocketFlow,shrinkage_beta,10,90.0,0.0,0.019444444444444445,0.0061124400468908985,0.004871294884631081,0.0008912105307226275,0.015181620872599009,0.005341910126274734,0.01924718530991264,0.006028869152903603,0.7245275791624106,0.30911981038024583,0.2964610203813766,0.16258180302278677
PocketFlow,shrinkage_beta,20,80.0,0.0,0.020625,0.007339286857654999,0.004545138878493947,0.0012329800703438575,0.016802296227276133,0.006267160999947524,0.020431950651451973,0.007224395966869608,0.6300073455303302,0.3471548327382416,0.2672485503786705,0.18561887205480027
SYNC-Guide,adapted_beta,5,45.0,0.0,0.02,0.006839855680567695,0.007066718548597718,0.0006818857669360635,0.014710787087390667,0.002010803414899254,0.019912497627909538,0.006775652573074256,0.30934343434343436,0.01767146172807343,0.03187690072770718,0.0007908587405943371
SYNC-Guide,adapted_beta,10,40.0,0.0,0.02375,0.005590169943749475,0.007028762571775218,0.0006368683474509907,0.01765132592190106,0.001995679931553107,0.023634217040756907,0.005537263212018616,0.3049932523616734,0.028211261754881083,0.03563225777381857,0.0013962066322956153
SYNC-Guide,adapted_beta,20,30.0,0.0,0.02,0.01675415633166782,0.007552633318074181,0.0009068423632281396,0.019220300588581197,0.009021949992876224,0.019923863064538947,0.016615370937872364,0.2672413793103448,0.05904328589917667,0.045183433716042415,0.003405454089287623
SYNC-Guide,adapted_isotonic,5,45.0,0.0,0.02,0.006839855680567695,0.0057107714213022855,0.0007315508455861263,0.015840083687890482,0.002773729285368831,0.019884441747210747,0.006767062465291501,0.49936868686868685,0.004729274794293916,0.022671156004489337,0.0001633236532231199
SYNC-Guide,adapted_isotonic,10,40.0,0.0,0.02375,0.005590169943749475,0.0055536888481523185,0.0006487057621340114,0.01897355738521401,0.0026643991336369817,0.023600354469833124,0.005530908477227247,0.4993252361673414,0.00672134628766708,0.025506072874493926,0.00026849609505877803
SYNC-Guide,adapted_isotonic,20,30.0,0.0,0.02,0.01675415633166782,0.005926711372484567,0.0015776555531480327,0.020201579391116456,0.010523936573040626,0.019882444013241223,0.016571467197891366,0.5086206896551724,0.013753862676163181,0.034195402298850576,0.0005198471458237292
SYNC-Guide,adapted_platt,5,45.0,0.0,0.02,0.006839855680567695,0.004468620650681027,0.0006314117748702131,0.016789947338089556,0.0035912533235237603,0.01987361823700768,0.006777163280179661,0.6906565656565657,0.017671461728073396,0.06862535612535613,0.0036749547670663065
SYNC-Guide,adapted_platt,10,40.0,0.0,0.02375,0.005590169943749475,0.004308788942896097,0.0004755778167204437,0.020057025360425865,0.003277060915334177,0.02359402640461348,0.005540025716625809,0.6950067476383266,0.028211261754881096,0.07809646493857021,0.0067768235179852185
SYNC-Guide,adapted_platt,20,30.0,0.0,0.02,0.01675415633166782,0.004750066173870007,0.0012135270069658106,0.020162471832464807,0.011751090831985916,0.019881571331020125,0.01660808507312169,0.7327586206896551,0.05904328589917667,0.11895442520442519,0.026454931111913226
SYNC-Guide,logo_beta,0,50.0,,0.02,,0.0070635184829857325,,0.012936481517014268,,0.019913405581644297,,0.30612244897959184,,0.02857142857142857,
SYNC-Guide,logo_beta,5,45.0,0.0,0.02,0.006839855680567695,0.006963203731950201,0.00025735494905019455,0.014435473985671372,0.002558096968585823,0.01991090969390285,0.006782352769275507,0.30934343434343436,0.01767146172807343,0.03187690072770718,0.0007908587405943371
SYNC-Guide,logo_beta,10,40.0,0.0,0.02375,0.005590169943749475,0.00708339083235982,0.0003357234815711239,0.017413975929177435,0.0023618837677410573,0.023632838250527484,0.0055418941015352215,0.3049932523616734,0.028211261754881083,0.03563225777381857,0.0013962066322956153
SYNC-Guide,logo_beta,20,30.0,0.0,0.02,0.01675415633166782,0.007089159032887302,0.0005455986772190563,0.018385440368726764,0.009682173715103153,0.01991530728775137,0.016620634517316216,0.2672413793103448,0.05904328589917667,0.045183433716042415,0.003405454089287623
SYNC-Guide,logo_isotonic,0,50.0,,0.02,,0.005491388044579535,,0.014508611955420466,,0.019877687204855284,,0.5,,0.02040816326530612,
SYNC-Guide,logo_isotonic,5,45.0,0.0,0.02,0.006839855680567695,0.0055390446170588015,0.00021799769827745175,0.0155761942286765,0.003426845198537803,0.01988018189203336,0.006774349175024849,0.49936868686868685,0.004729274794293916,0.022671156004489337,0.0001633236532231199
SYNC-Guide,logo_isotonic,10,40.0,0.0,0.02375,0.005590169943749475,0.00554500168861871,0.0003890085097656796,0.01877321850726106,0.0031055963595640356,0.023595032735022815,0.0055353901001366865,0.4993252361673414,0.00672134628766708,0.025506072874493926,0.00026849609505877803
SYNC-Guide,logo_isotonic,20,30.0,0.0,0.02,0.01675415633166782,0.005261173027130475,0.0007383298626660051,0.019300348981200043,0.01140945485410254,0.019866386595101017,0.01657690275264458,0.5086206896551724,0.013753862676163181,0.034195402298850576,0.0005198471458237292
SYNC-Guide,logo_platt,0,50.0,,0.02,,0.00427310956583993,,0.01572689043416007,,0.019869001816553336,,0.6938775510204082,,0.0625,
SYNC-Guide,logo_platt,5,45.0,0.0,0.02,0.006839855680567695,0.004309869638959135,9.405473816821579e-05,0.016562049964675904,0.004174175639547353,0.01986978234881679,0.006785332247012239,0.6906565656565657,0.017671461728073396,0.06862535612535613,0.0036749547670663065
SYNC-Guide,logo_platt,10,40.0,0.0,0.02375,0.005590169943749475,0.004291566563140284,0.00018470671783270363,0.019889893564911384,0.003670689499215707,0.023589948405112023,0.005545422423907353,0.6950067476383266,0.028211261754881096,0.07809646493857021,0.0067768235179852185
SYNC-Guide,logo_platt,20,30.0,0.0,0.02,0.01675415633166782,0.004146077340530557,0.0003588321943173353,0.01936742964239336,0.012548573369917482,0.01986585310924025,0.016616203654611857,0.7327586206896551,0.05904328589917667,0.11895442520442519,0.026454931111913226
SYNC-Guide,raw_risk,0,50.0,,0.02,,0.029628181067733208,,0.009628181067733207,,0.021524044916860347,,0.6938775510204082,,0.0625,
SYNC-Guide,raw_risk,5,45.0,0.0,0.02,0.006839855680567695,0.030263518195651058,0.0011248914673641659,0.011372921450337466,0.0069449031592404755,0.02163582097482705,0.006365198691196524,0.6906565656565657,0.017671461728073396,0.06862535612535613,0.0036749547670663065
SYNC-Guide,raw_risk,10,40.0,0.0,0.02375,0.005590169943749475,0.02967115325842886,0.00249998690334204,0.012812651677843415,0.004786819552532707,0.02510843118000608,0.005221905996318631,0.6950067476383266,0.028211261754881096,0.07809646493857021,0.0067768235179852185
SYNC-Guide,raw_risk,20,30.0,0.0,0.02,0.01675415633166782,0.027889298550432873,0.00490493354742595,0.022081041523868597,0.010616319174494519,0.02110474550054187,0.015066412517182645,0.7327586206896551,0.05904328589917667,0.11895442520442519,0.026454931111913226
SYNC-Guide,shrinkage_beta,5,45.0,0.0,0.02,0.006839855680567695,0.006989082436112082,0.0003090422207222333,0.014504302261101193,0.0024209841314775343,0.01991121642263603,0.006780940997484935,0.30934343434343436,0.01767146172807343,0.03187690072770718,0.0007908587405943371
SYNC-Guide,shrinkage_beta,10,40.0,0.0,0.02375,0.005590169943749475,0.007056076702067519,0.00045820724086682846,0.017532650925539246,0.0021784063990001783,0.023633460801698352,0.0055398230056855425,0.3049932523616734,0.028211261754881083,0.03563225777381857,0.0013962066322956153
SYNC-Guide,shrinkage_beta,20,30.0,0.0,0.02,0.01675415633166782,0.007552633318074181,0.0009068423632281396,0.019220300588581197,0.009021949992876224,0.019923863064538947,0.016615370937872364,0.2672413793103448,0.05904328589917667,0.045183433716042415,0.003405454089287623
